old_base_name,old_variant_count,old_variant_skus,total_revenue_q1q2,total_units_sold,unique_customer_count,new_sku,new_name,new_permalink,new_price,new_image,new_categories,mix_composition,match_score,bullet_1,bullet_2,bullet_3,bullet_4
Great Plains Erosion Control Mix - 1 Acre,1,PB-GPEC,298.04,2,2,CV-CNEC,California Native Erosion Control Mix,https://naturesseed.com/products/specialty-seed/california-native-erosion-control-mix/,205.88,https://naturesseed.com/wp-content/uploads/2025/07/shutterstock_2497091527-scaled-1.jpg,"Specialty Seed, All Seed, California Collection",California Brome 62%; Small Fescue 26%; Foothill Clover 12%,50,"Scientifically balanced blend of California Brome (62%), Small Fescue (26%), Foothill Clover (12%) — each species chosen for complementary growth habits and root structures.",Festuca microstachys (Small Fescue) is an annual that establishes very quickly thrives in a variety of soil conditions.,"Native California species adapted to Mediterranean climate patterns — drought-tolerant once established, thriving on seasonal rainfall.",Key features: Fast Cover | Deep Roots | Nitrogen Fix
Southwest Transitional Big Game Food Plot Mix,1,PB-SWTBG-0.5-A,295.92,5,2,PB-GAME,Big Game Food Plot &amp; Forage Mix,https://naturesseed.com/products/pasture-seed/big-game-food-plot-forage-mix/,29.99,https://naturesseed.com/wp-content/uploads/2025/07/Game-1.webp,"All Seed, Food Plot Seed, Northern US Pasture Seeds &amp; Seed Mixes, Southern US Pasture Seeds &amp; Seed Mixes, Transitional Zone Pasture Seeds &amp; Seed Mixes, Pasture Seed",Oats 61%; Chicory 14%; Alfalfa 5%; Forage Radish 5%; White Clover 5%; Crimson Clover 4%; Triticale 4%; Peas 3%; Red Clover 2%,70,"Scientifically balanced blend of Oats (61%), Chicory (14%), Alfalfa (5%), Forage Radish (5%) — each species chosen for complementary growth habits and root structures.","Wildlife food plot blend timed for peak nutritional value during hunting season, attracting and holding game on your property.",Adapted for USDA zones 3-6 with cold-hardy species that establish quickly in cool soils and survive harsh winters.,Key features: Drought Hardy | Wildlife Magnet | High Protein
California Sagebrush,1,PG-ARCA2-1-LB,293.79,4,4,PB-COSS,Coastal California Sage Scrub Mix,https://naturesseed.com/products/wildflower-seed/coastal-sage-scrub-mix/,38.82,https://naturesseed.com/wp-content/uploads/2025/09/Coastal-Sage-Scrub-Mix.png,"All Seed, Native Wildflower Seed &amp; Seed Mixes, California Collection",,40,The Coastal Sage Scrub Mix is a carefully curated blend of native Californian plant seeds designed to flourish in coastal sage scrub habitats.,"Bursting with diversity, it includes a mix of grasses, shrubs, and wildflowers that will bring a beautiful variety of colors to your garden.","Native California species adapted to Mediterranean climate patterns — drought-tolerant once established, thriving on seasonal rainfall.",Key features: California Native | Colorful | Pollinator-Friendly
Ashy Sunflower,1,W-HEMO-0.25-LB,291.92,3,3,W-ENCA,California Bush Sunflower Seed,https://naturesseed.com/products/wildflower-seed/california-bush-sunflower/,21.16,https://naturesseed.com/wp-content/uploads/2025/09/Encelia-californica.png,"All Seed, Native Wildflower Seed &amp; Seed Mixes, Specialty Seed, California Collection",,40,"This Bush Sunflower seed was collected with permits from wildland areas in Santa Barbara County, CA.",California Bush Sunflower (Encelia californica) is a fast-growing shrub with bright yellow daisy-like flowers.,"Native California species adapted to Mediterranean climate patterns — drought-tolerant once established, thriving on seasonal rainfall.",Key features: Long-Blooming | Drought-Tolerant | Erosion-Control
Southwest Semi-Arid Steppe Honey Bee Pasture Mix,5,PB-SSAHB-5000-F;PB-SSAHB;PB-SSAHB-2000-F;PB-SSAHB-500-F;PB-SSAHB-1000-F,291.47,9,9,PB-SHEP-SO,Warm Season Sheep Pasture Mix,https://naturesseed.com/products/pasture-seed/sheep-pasture-forage-mix-warm-season/,69.99,https://naturesseed.com/wp-content/uploads/2025/07/SSHEEP.webp,"Sheep Pastures, All Seed, Southern US Pasture Seeds &amp; Seed Mixes, Pasture Seed",Forage Mix Tall Fescue 45%; Birdsfoot Trefoil 11%; Chicory 11%; Orchardgrass 11%; Perennial Ryegrass 9%; White Clover 6%; Kentucky Bluegrass 5%; Bermuda Grass 2%,70,"Scientifically balanced blend of Forage Mix Tall Fescue (45%), Birdsfoot Trefoil (11%), Chicory (11%), Orchardgrass (11%) — each species chosen for complementary growth habits and root structures.",Selected for sheep-friendly grazing with species that tolerate close cropping and recover quickly between rotations.,Selected for USDA zones 7-10 with heat-tolerant varieties that maintain productivity through hot summers and mild winters.,Key features: Drought Hardy | Low Maintenance | Erosion Control
Reed Canarygrass,2,PG-PHAR;PG-PHAR-1-LB,287.37,8,4,BDL-ORL,Overseed &amp; Repair Lawn Kit,https://naturesseed.com/products/grass-seed/overseed-and-repair-lawn-kit/,79.99,https://naturesseed.com/wp-content/uploads/2026/02/Overseed-Repair-Lawn-Kit-Fast-Green-Perennial-Ryegrass-Deep-Rooted-Triblade-Elite-Tall-Fescue-1.png,"Lawn Seed, Northern Lawn, Sports Turf/High Traffic, Transitional Lawn",,30,A 2-species lawn repair kit that pairs fast-germinating Perennial Ryegrass with deep-rooted Triblade Elite Tall Fescue.,"Engineered for a dense, resilient lawn that handles foot traffic, recovers from wear, and stays green through seasonal changes.",Adapted for USDA zones 3-6 with cold-hardy species that establish quickly in cool soils and survive harsh winters.,"Key features: 10 lb Kit | ~2,000 Sq Ft | 5-Day Green-up"
Hykon Rose Clover,2,PG-TRHI-50-LB;PG-TRHI-1-LB,279.36,17,11,PB-CLV,Pasture Clover Mix for Waterfowl Food Plots,https://naturesseed.com/products/pasture-seed/pasture-clover-mix-for-duck-quail-food-plot/,47.99,https://naturesseed.com/wp-content/uploads/2025/12/Duck-and-Quail-Food-Plot.webp,"Pasture Seed, Food Plot Seed",Ladino White Clover 40%; Medium Red Clover 35%; Alsike Clover 15%; Subterranean Clover 10%,40,"Scientifically balanced blend of Ladino White Clover (40%), Medium Red Clover (35%), Alsike Clover (15%), Subterranean Clover (10%) — each species chosen for complementary growth habits and root structures.",Purpose-built forage blend designed for productive grazing with species proven in real-world pasture conditions.,Key features: Turn Wet Wasted Ground Into | Let Your Food Plot Hunt For | Keep Birds On Your Side Of,
"Blue Wildrye - 1 lb, Native Variety",1,PG-ELGL,275.7,7,4,CV-BGEC,Prairie Native Drought-Tolerant &amp; Erosion Control Mix,https://naturesseed.com/products/specialty-seed/big-four-native-erosion-control-mix-2/,199.99,https://naturesseed.com/wp-content/uploads/2025/07/shutterstock_2560459105-scaled-1.jpg,"All Seed, Pasture Seed",Erosion Control Mix Switchgrass 25%; Indiangrass 25%; Big 25%; Little 25%,70,"Scientifically balanced blend of Erosion Control Mix Switchgrass (25%), Indiangrass (25%), Big (25%), Little (25%) — each species chosen for complementary growth habits and root structures.",Indiangrass 25% A stately warm-season bunchgrass with attractive golden seedheads; its extensive root system excels at erosion control while providing high-quality forage and nesting cover for grassland birds.,"Drought-engineered varieties with deep root systems that access subsoil moisture, maintaining productivity even during extended dry periods.",Key features: Drought Hardy | Erosion Control | Weed Suppress
"Alkali Barley - 1 lb, Southern California",1,PG-HODE2-S-1-LB,267.5,3,2,PB-COSS,Coastal California Sage Scrub Mix,https://naturesseed.com/products/wildflower-seed/coastal-sage-scrub-mix/,38.82,https://naturesseed.com/wp-content/uploads/2025/09/Coastal-Sage-Scrub-Mix.png,"All Seed, Native Wildflower Seed &amp; Seed Mixes, California Collection",,40,The Coastal Sage Scrub Mix is a carefully curated blend of native Californian plant seeds designed to flourish in coastal sage scrub habitats.,"Bursting with diversity, it includes a mix of grasses, shrubs, and wildflowers that will bring a beautiful variety of colors to your garden.",Selected for USDA zones 7-10 with heat-tolerant varieties that maintain productivity through hot summers and mild winters.,Key features: California Native | Colorful | Pollinator-Friendly
Rocky Mountain Iris,2,W-IRMI-1-LB;W-IRMI-0.25-LB,263.14,10,7,WB-RM,Rocky Mountain Wildflower Seed Mix,https://naturesseed.com/products/wildflower-seed/rocky-mountain-wildflower-mix/,29.99,https://naturesseed.com/wp-content/uploads/2025/07/shutterstock_292137011-scaled-1.jpg,"All Seed, Native Wildflower Seed &amp; Seed Mixes",,20,Rocky Mountain Wildflower Mix is a custom-crafted wildflower seed blend designed for high-altitude regions in the Western U.,A carefully curated wildflower selection featuring native species adapted to your region's climate and soil conditions.,Key features: Colorful | Pollinator-Friendly | Drought-Tolerant,
Blue False Indigo,1,W-BAAU-0.25-LB,255.72,3,3,W-SIBE,Blue-Eyed Grass Seed,https://naturesseed.com/products/wildflower-seed/blue-eyed-grass/,50.58,https://naturesseed.com/wp-content/uploads/2025/09/Western-Blue-eyed-Grass.png,"All Seed, Native Wildflower Seed &amp; Seed Mixes, Specialty Seed, California Collection",,40,"This Blue Eyed Grass seed was collected in San Mateo County and grown at Hedgerow Farms in Yolo County, CA.","Blue-eyed Grass (Sisyrinchium bellum) is not a grass, but a charming perennial wildflower— actually an iris relative.","Native California species adapted to Mediterranean climate patterns — drought-tolerant once established, thriving on seasonal rainfall.",Key features: Caifornia Native | Pollinator-Friendly | Colorful
Monkeyflower,2,W-DIAUA-1-LB-OLD;W-DIAUA-0.25-LB-OLD,250.66,6,6,W-DIAUA,Bush Monkeyflower Seed,https://naturesseed.com/products/wildflower-seed/bush-monkeyflower/,19.99,https://naturesseed.com/wp-content/uploads/2025/09/Bush-Monkeyflower.png,"All Seed, Native Wildflower Seed &amp; Seed Mixes, Specialty Seed, California Collection",,40,This Bush Monkeyflower seed was collected with permits from wildland areas in Southern California.,"Bush Monkeyflower ( Diplacus aurantiacus ), also called Sticky Monkeyflower, is a vibrant evergreen subshrub native to California’s coastal and foothill regions.","Native California species adapted to Mediterranean climate patterns — drought-tolerant once established, thriving on seasonal rainfall.",Key features: Caifornia Native | Pollinator-Friendly | Colorful
TWCA Water-Wise Northeast Mix,1,TURF-W-NEAST-5-LB-OLD,249.95,5,3,PB-SHEP-N,Cool Season Sheep Pasture Mix,https://naturesseed.com/products/pasture-seed/sheep-pasture-forage-mix-cold-season/,49.99,https://naturesseed.com/wp-content/uploads/2025/07/NSHEEP-1.png,"All Seed, Northern US Pasture Seeds &amp; Seed Mixes, Pasture Seed, Sheep Pastures",Forage Mix Tall Fescue 45%; Birdsfoot Trefoil 11%; Chicory 11%; Orchardgrass 11%; Perennial Ryegrass 9%; White Clover 6%; Kentucky Bluegrass 5%; Bermuda Grass 2%,30,"Scientifically balanced blend of Forage Mix Tall Fescue (45%), Birdsfoot Trefoil (11%), Chicory (11%), Orchardgrass (11%) — each species chosen for complementary growth habits and root structures.",Selected for sheep-friendly grazing with species that tolerate close cropping and recover quickly between rotations.,Adapted for USDA zones 3-6 with cold-hardy species that establish quickly in cool soils and survive harsh winters.,Key features: High Protein | Drought Hardy | Nitrogen Fix
Xerces Central Coast Pollinator Mix,1,WB-XCCP-1-LB,247.49,2,2,WB-XCVP,Central Valley Pollinator Wildflower Mix,https://naturesseed.com/products/wildflower-seed/central-valley-pollinator-mix-xerces-society/,58.82,https://naturesseed.com/wp-content/uploads/2025/09/Xerces.png,"All Seed, Native Wildflower Seed &amp; Seed Mixes, Specialty Seed, California Collection",,20,The Central Valley Pollinator Mix is a curated blend of native California wildflowers and grasses designed to create a haven for pollinators.,A carefully curated wildflower selection featuring native species adapted to your region's climate and soil conditions.,"Native California species adapted to Mediterranean climate patterns — drought-tolerant once established, thriving on seasonal rainfall.",Key features: Pollinator-Friendly | Colorful | Low-Maintenance
Southwest Transitional Dairy Cow Forage Mix,1,PB-SWTDC-0.5-A,243.45,3,3,PB-COW-SO,Warm Season Cattle Pasture Seed Mix,https://naturesseed.com/products/pasture-seed/cattle-dairy-cow-pasture-mix-for-warm-season/,39.99,https://naturesseed.com/wp-content/uploads/2025/07/SCOW.webp,"All Seed, Cattle Pasture Seed, Southern US Pasture Seeds &amp; Seed Mixes, Pasture Seed",Tall Fescue 38%; Perennial Ryegrass 28%; Bermuda Grass 20%; Alfalfa 10%; White Clover 5%,90,"Scientifically balanced blend of Tall Fescue (38%), Perennial Ryegrass (28%), Bermuda Grass (20%), Alfalfa (10%) — each species chosen for complementary growth habits and root structures.",Optimized for cattle grazing with high-yield forage species that maximize feed value per acre and support rotational grazing programs.,Selected for USDA zones 7-10 with heat-tolerant varieties that maintain productivity through hot summers and mild winters.,Key features: High Nutrition | Heat Tolerant | Rapid Regrow
"Blue Wildrye - 1 lb, Northern California",1,PG-ELGL-N-1-LB,242.76,7,5,TURF-W-BR,Kentucky Bluegrass and Perennial Ryegrass Mix,https://naturesseed.com/products/grass-seed/kentucky-bluegrass-seed-blue-ribbon-mix/,39.99,https://naturesseed.com/wp-content/uploads/2025/07/BlueRibbon.png,"All Seed, Northern Lawn, Sports Turf/High Traffic, Transitional Lawn, TWCA - Water-Wise Lawn, Lawn Seed",Made from 80%; Kentucky bluegrass and 20%,60,"Scientifically balanced blend of Made from (80%), Kentucky bluegrass and (20%) — each species chosen for complementary growth habits and root structures.",Fast-establishing perennial ryegrass with improved turf density and dark green color — visible results in as little as 5-10 days.,Adapted for USDA zones 3-6 with cold-hardy species that establish quickly in cool soils and survive harsh winters.,Key features: Quick Start | Year Round Dense Green | Moderate Maintenance
Arroyo Lupine - 1 Pack,1,W-LUSU-OLD,241.37,67,39,W-LUSU,Arroyo Lupine Seed,https://naturesseed.com/products/wildflower-seed/arroyo-lupine/,15.28,https://naturesseed.com/wp-content/uploads/2025/09/Arroyo-Lupine.png,"All Seed, Native Wildflower Seed &amp; Seed Mixes, Specialty Seed, California Collection",,20,This Arroyo lupine seed was collected from wildland areas in Southern CA and grown at Las Flores Farm in Santa Barbara County.,Arroyo Lupine (Lupinus succulentus) is a showy annual wildflower native to California's valleys and coastal areas.,"Native California species adapted to Mediterranean climate patterns — drought-tolerant once established, thriving on seasonal rainfall.",Key features: Pollinator-Friendly | Long-Blooming | Colorful
M-Binder Tackifier - Soil Stabilizer 50lbs,1,S-TACKI-50-LB-OLD,239.98,2,1,S-TACKI,M-Binder Tackifier-Soil Stabilizer,https://naturesseed.com/products/planting-aids/m-binder-tackifier-soil-stabilizer/,119.99,https://naturesseed.com/wp-content/uploads/2025/07/m-binder-mulch-tackifier-soil-stabilizer_1.jpg,"All Seed, Planting Aids",,70,Key features: Organic | Non-Toxic | Erosion Ctrl,,,
Blue-Eyed Grass - 1 Pack,1,W-SIBE-OLD,232.12,44,14,W-SIBE,Blue-Eyed Grass Seed,https://naturesseed.com/products/wildflower-seed/blue-eyed-grass/,50.58,https://naturesseed.com/wp-content/uploads/2025/09/Western-Blue-eyed-Grass.png,"All Seed, Native Wildflower Seed &amp; Seed Mixes, Specialty Seed, California Collection",,90,"This Blue Eyed Grass seed was collected in San Mateo County and grown at Hedgerow Farms in Yolo County, CA.","Blue-eyed Grass (Sisyrinchium bellum) is not a grass, but a charming perennial wildflower— actually an iris relative.","Native California species adapted to Mediterranean climate patterns — drought-tolerant once established, thriving on seasonal rainfall.",Key features: Caifornia Native | Pollinator-Friendly | Colorful
Mid-West/Mid-Atlantic Upland Game Food Plot Mix,2,PB-MWUG-2.5-A;PB-MWUG-0.5-A,230.01,2,2,PB-GAME,Big Game Food Plot &amp; Forage Mix,https://naturesseed.com/products/pasture-seed/big-game-food-plot-forage-mix/,29.99,https://naturesseed.com/wp-content/uploads/2025/07/Game-1.webp,"All Seed, Food Plot Seed, Northern US Pasture Seeds &amp; Seed Mixes, Southern US Pasture Seeds &amp; Seed Mixes, Transitional Zone Pasture Seeds &amp; Seed Mixes, Pasture Seed",Oats 61%; Chicory 14%; Alfalfa 5%; Forage Radish 5%; White Clover 5%; Crimson Clover 4%; Triticale 4%; Peas 3%; Red Clover 2%,60,"Scientifically balanced blend of Oats (61%), Chicory (14%), Alfalfa (5%), Forage Radish (5%) — each species chosen for complementary growth habits and root structures.","Wildlife food plot blend timed for peak nutritional value during hunting season, attracting and holding game on your property.",Adapted for USDA zones 3-6 with cold-hardy species that establish quickly in cool soils and survive harsh winters.,Key features: Drought Hardy | Wildlife Magnet | High Protein
Great Lakes/New England Honey Bee Pasture Mix - 1 Acre,1,PB-GLHB,229.74,2,2,PB-HONEY,Honey Bee Cover Crop &amp; Pasture Mix,https://naturesseed.com/products/pasture-seed/honey-bee-cover-crop-pasture-mix/,59.99,https://naturesseed.com/wp-content/uploads/2025/07/HONEY.webp,"Pasture Seed, All Seed, Northern US Pasture Seeds &amp; Seed Mixes, Southern US Pasture Seeds &amp; Seed Mixes, Transitional Zone Pasture Seeds &amp; Seed Mixes, Specialty Seed",Sainfoin 40%; White Clover 14%; Crimson Clover 12%; Sweetclover 10%; Baby Blue Eyes 4%; Black-Eyed Susan 4%; California Poppy 4%; Lewis Flax 4%; Lance-Leaved Coreopsis 4%; Purple Coneflower 4%,60,"Scientifically balanced blend of Sainfoin (40%), White Clover (14%), Crimson Clover (12%), Sweetclover (10%) — each species chosen for complementary growth habits and root structures.",Purpose-built forage blend designed for productive grazing with species proven in real-world pasture conditions.,Adapted for USDA zones 3-6 with cold-hardy species that establish quickly in cool soils and survive harsh winters.,Key features: Drought Hardy | Bee Magnet | High Protein
Southwest Transitional Alpaca/Llama Forage Mix - 1 Acre,1,PB-SWTAL,229.59,1,1,PB-SHEP-SO,Warm Season Sheep Pasture Mix,https://naturesseed.com/products/pasture-seed/sheep-pasture-forage-mix-warm-season/,69.99,https://naturesseed.com/wp-content/uploads/2025/07/SSHEEP.webp,"Sheep Pastures, All Seed, Southern US Pasture Seeds &amp; Seed Mixes, Pasture Seed",Forage Mix Tall Fescue 45%; Birdsfoot Trefoil 11%; Chicory 11%; Orchardgrass 11%; Perennial Ryegrass 9%; White Clover 6%; Kentucky Bluegrass 5%; Bermuda Grass 2%,60,"Scientifically balanced blend of Forage Mix Tall Fescue (45%), Birdsfoot Trefoil (11%), Chicory (11%), Orchardgrass (11%) — each species chosen for complementary growth habits and root structures.",Selected for sheep-friendly grazing with species that tolerate close cropping and recover quickly between rotations.,Selected for USDA zones 7-10 with heat-tolerant varieties that maintain productivity through hot summers and mild winters.,Key features: Drought Hardy | Low Maintenance | Erosion Control
Great Plains Big Game Food Plot Mix - 1 Acre,1,PB-GPBG-1-A,214.17,2,2,PB-GAME,Big Game Food Plot &amp; Forage Mix,https://naturesseed.com/products/pasture-seed/big-game-food-plot-forage-mix/,29.99,https://naturesseed.com/wp-content/uploads/2025/07/Game-1.webp,"All Seed, Food Plot Seed, Northern US Pasture Seeds &amp; Seed Mixes, Southern US Pasture Seeds &amp; Seed Mixes, Transitional Zone Pasture Seeds &amp; Seed Mixes, Pasture Seed",Oats 61%; Chicory 14%; Alfalfa 5%; Forage Radish 5%; White Clover 5%; Crimson Clover 4%; Triticale 4%; Peas 3%; Red Clover 2%,70,"Scientifically balanced blend of Oats (61%), Chicory (14%), Alfalfa (5%), Forage Radish (5%) — each species chosen for complementary growth habits and root structures.","Wildlife food plot blend timed for peak nutritional value during hunting season, attracting and holding game on your property.",Adapted for USDA zones 3-6 with cold-hardy species that establish quickly in cool soils and survive harsh winters.,Key features: Drought Hardy | Wildlife Magnet | High Protein
Grayhead Prairie Coneflower,2,W-RAPI-0.25-LB;W-RAPI,213.73,9,9,CV-BGEC,Prairie Native Drought-Tolerant &amp; Erosion Control Mix,https://naturesseed.com/products/specialty-seed/big-four-native-erosion-control-mix-2/,199.99,https://naturesseed.com/wp-content/uploads/2025/07/shutterstock_2560459105-scaled-1.jpg,"All Seed, Pasture Seed",Erosion Control Mix Switchgrass 25%; Indiangrass 25%; Big 25%; Little 25%,40,"Scientifically balanced blend of Erosion Control Mix Switchgrass (25%), Indiangrass (25%), Big (25%), Little (25%) — each species chosen for complementary growth habits and root structures.",Indiangrass 25% A stately warm-season bunchgrass with attractive golden seedheads; its extensive root system excels at erosion control while providing high-quality forage and nesting cover for grassland birds.,"Drought-engineered varieties with deep root systems that access subsoil moisture, maintaining productivity even during extended dry periods.",Key features: Drought Hardy | Erosion Control | Weed Suppress
California Goldfields,1,W-LACA-0.25-LB,213.69,5,5,PB-COSS,Coastal California Sage Scrub Mix,https://naturesseed.com/products/wildflower-seed/coastal-sage-scrub-mix/,38.82,https://naturesseed.com/wp-content/uploads/2025/09/Coastal-Sage-Scrub-Mix.png,"All Seed, Native Wildflower Seed &amp; Seed Mixes, California Collection",,40,The Coastal Sage Scrub Mix is a carefully curated blend of native Californian plant seeds designed to flourish in coastal sage scrub habitats.,"Bursting with diversity, it includes a mix of grasses, shrubs, and wildflowers that will bring a beautiful variety of colors to your garden.","Native California species adapted to Mediterranean climate patterns — drought-tolerant once established, thriving on seasonal rainfall.",Key features: California Native | Colorful | Pollinator-Friendly
Nodding Needlegrass,1,PG-NACE-1-LB,212.46,3,2,W-NAPU,Purple Needlegrass Seed,https://naturesseed.com/products/wildflower-seed/purple-needlegrass/,19.99,https://naturesseed.com/wp-content/uploads/2025/09/PurpleNeedlegrass-1.png,"All Seed, Native Wildflower Seed &amp; Seed Mixes, Specialty Seed, California Collection",,40,This Purple needlegrass seed was originally collected from Riverside county and grown at Las Flores Farm in Santa Barbara county.,"Purple Needlegrass (Stipa pulchra), California's state grass, is a tough perennial bunchgrass with deep roots and high ecological value.","Native California species adapted to Mediterranean climate patterns — drought-tolerant once established, thriving on seasonal rainfall.",Key features: Caifornia Native | Pollinator-Friendly | Colorful
Small-Flowered Fiddleneck,2,W-AMMEI2-N-1-LB;W-AMMEI2-N-0.25-LB,193.4,6,5,BDL-FYC,First-Year Color + Perennial Foundation Wildflower Kit,https://naturesseed.com/products/wildflower-seed/first-year-and-perennial-foundation-wildflower-kit/,49.99,https://naturesseed.com/wp-content/uploads/2026/02/First-Year-Color-Perennial-Foundation-Wildflower-Kit-2-Mix-Instant-Permanent-Meadow-Starter-1.png,Native Wildflower Seed &amp; Seed Mixes,,30,A 2-mix wildflower kit designed to solve the biggest problem with perennial wildflower plantings: the wait.,A carefully curated wildflower selection featuring native species adapted to your region's climate and soil conditions.,"Key features: 1 lb Kit | ~1,000 Sq Ft | Year 1 Color",
Maximilian Sunflower,2,W-HEMA2-1-LB;W-HEMA2-0.25-LB,190.47,8,7,W-ENCA,California Bush Sunflower Seed,https://naturesseed.com/products/wildflower-seed/california-bush-sunflower/,21.16,https://naturesseed.com/wp-content/uploads/2025/09/Encelia-californica.png,"All Seed, Native Wildflower Seed &amp; Seed Mixes, Specialty Seed, California Collection",,40,"This Bush Sunflower seed was collected with permits from wildland areas in Santa Barbara County, CA.",California Bush Sunflower (Encelia californica) is a fast-growing shrub with bright yellow daisy-like flowers.,"Native California species adapted to Mediterranean climate patterns — drought-tolerant once established, thriving on seasonal rainfall.",Key features: Long-Blooming | Drought-Tolerant | Erosion-Control
Southwest Desert Goat Forage Mix,1,PB-SWDG-2.5-A,189.99,1,1,PB-GOAT-TR,Goat Pasture &amp; Forage Mix,https://naturesseed.com/products/pasture-seed/goat-pasture-forage-mix-transitional/,49.99,https://naturesseed.com/wp-content/uploads/2025/07/TGOAT.webp,"Pasture Seed, All Seed, Goat Pasture Seed",Red Clover 9%; Cicer Milkvetch 4%,80,"Scientifically balanced blend of Red Clover (9%), Cicer Milkvetch (4%) — each species chosen for complementary growth habits and root structures.",Designed for goat browsing habits with species that withstand aggressive grazing patterns and thrive in varied terrain.,Key features: 13 Species | Bloat-Safe | Low Maintenance,
Southern Dairy Cow & Cattle Forage Mix,1,PB-COW-SO-10-LB-OLD,179.98,2,1,PB-COW-SO,Warm Season Cattle Pasture Seed Mix,https://naturesseed.com/products/pasture-seed/cattle-dairy-cow-pasture-mix-for-warm-season/,39.99,https://naturesseed.com/wp-content/uploads/2025/07/SCOW.webp,"All Seed, Cattle Pasture Seed, Southern US Pasture Seeds &amp; Seed Mixes, Pasture Seed",Tall Fescue 38%; Perennial Ryegrass 28%; Bermuda Grass 20%; Alfalfa 10%; White Clover 5%,100,"Scientifically balanced blend of Tall Fescue (38%), Perennial Ryegrass (28%), Bermuda Grass (20%), Alfalfa (10%) — each species chosen for complementary growth habits and root structures.",Optimized for cattle grazing with high-yield forage species that maximize feed value per acre and support rotational grazing programs.,Selected for USDA zones 7-10 with heat-tolerant varieties that maintain productivity through hot summers and mild winters.,Key features: High Nutrition | Heat Tolerant | Rapid Regrow
Northern/Transitional Dairy Cow & Cattle Pasture Mix,1,PB-COW-NTR-OLD,179.98,2,1,PB-COW-NTR,Cool Season Cattle Pasture Seed Mix,https://naturesseed.com/products/pasture-seed/cattle-dairy-cow-pasture-mix-cold-warm-season/,39.99,https://naturesseed.com/wp-content/uploads/2025/07/NCOW-Main.webp,"Pasture Seed, All Seed, Cattle Pasture Seed, Southern US Pasture Seeds &amp; Seed Mixes",Meadow Bromegrass 70%; Perennial Ryegrass 18%; Orchardgrass 6%; Alfalfa 4%; White Clover 2%,110,"Scientifically balanced blend of Meadow Bromegrass (70%), Perennial Ryegrass (18%), Orchardgrass (6%), Alfalfa (4%) — each species chosen for complementary growth habits and root structures.",Optimized for cattle grazing with high-yield forage species that maximize feed value per acre and support rotational grazing programs.,Adapted for USDA zones 3-6 with cold-hardy species that establish quickly in cool soils and survive harsh winters.,Key features: Drought Hardy | Winter Hardy | Grazing Tough
Great Plains Bison Forage Mix - 1 Acre,1,PB-GPB,178.91,1,1,PB-TORT,Tortoise Forage &amp; Habitat Mix,https://naturesseed.com/products/pasture-seed/tortoise-forage-mix/,44.99,https://naturesseed.com/wp-content/uploads/2025/07/TURTOISE-1.png,"All Seed, Northern US Pasture Seeds &amp; Seed Mixes, Southern US Pasture Seeds &amp; Seed Mixes, Transitional Zone Pasture Seeds &amp; Seed Mixes, Pasture Seed",,40,"A versatile grass seed mix for grazing and habitat, Tortoise Forage Mix combines 8 drought-tolerant species (bluestem, wheatgrass, fescues, orchardgrass, buffalograss, bermuda, blue grama) to create lush pasture from the Great Plains to the Southwest.","Habitat-specific forage blend with species safe for tortoises, providing both nutrition and natural shelter.",Adapted for USDA zones 3-6 with cold-hardy species that establish quickly in cool soils and survive harsh winters.,Key features: Drought Hardy | Low Maintenance | Erosion Control
Rocky Mountain Beeplant,1,W-CLSE-0.25-LB,163.66,10,10,WB-RM,Rocky Mountain Wildflower Seed Mix,https://naturesseed.com/products/wildflower-seed/rocky-mountain-wildflower-mix/,29.99,https://naturesseed.com/wp-content/uploads/2025/07/shutterstock_292137011-scaled-1.jpg,"All Seed, Native Wildflower Seed &amp; Seed Mixes",,20,Rocky Mountain Wildflower Mix is a custom-crafted wildflower seed blend designed for high-altitude regions in the Western U.,A carefully curated wildflower selection featuring native species adapted to your region's climate and soil conditions.,Key features: Colorful | Pollinator-Friendly | Drought-Tolerant,
"Miniature Lupine - 0.25lbs, Southern California",1,W-LUBI-0.25-LB-OLD,158.8,4,4,PB-COSS,Coastal California Sage Scrub Mix,https://naturesseed.com/products/wildflower-seed/coastal-sage-scrub-mix/,38.82,https://naturesseed.com/wp-content/uploads/2025/09/Coastal-Sage-Scrub-Mix.png,"All Seed, Native Wildflower Seed &amp; Seed Mixes, California Collection",,40,The Coastal Sage Scrub Mix is a carefully curated blend of native Californian plant seeds designed to flourish in coastal sage scrub habitats.,"Bursting with diversity, it includes a mix of grasses, shrubs, and wildflowers that will bring a beautiful variety of colors to your garden.",Selected for USDA zones 7-10 with heat-tolerant varieties that maintain productivity through hot summers and mild winters.,Key features: California Native | Colorful | Pollinator-Friendly
