Product Item ID,Product Title,Product Type L1,Product Type L2,Total Impressions,Total Clicks,Total Cost ($),Total Conversions,Total Revenue ($),Total ROAS,CTR (%),Avg CPC ($),Conv Rate (%),Avg Order Value ($),Quarters Active,Campaigns
pb-ssapb-5000-f,Southwest Semi-Arid Steppe Poultry Forage Blend - Pasture Seed | Nature's Seed,pasture seed,southwest semi-arid steppe poultry forage blend,401,1,0.10,0.00,0.00,0.00,0.25,0.10,0.00,0.00,4,3
pb-sspg-0.5-a,Southern Subtropics Pig Forage Mix - | Nature's Seed,southern subtropics pig forage mix,,26,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3,1
pb-sspg-1-a,Southern Subtropics Pig Forage Mix - | Nature's Seed,southern subtropics pig forage mix,,50,1,0.24,0.00,0.00,0.00,2.00,0.24,0.00,0.00,4,1
pb-sspg-2.5-a,Southern Subtropics Pig Forage Mix - | Nature's Seed,southern subtropics pig forage mix,,99,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3,1
gla_183698,Great Lakes/New England Beef Cattle Forage Mix,pasture seed,cattle pastures,665,6,12.92,0.00,0.00,0.00,0.90,2.15,0.00,0.00,4,9
pb-swdpg-2.5-a,Southwest Desert Pig Forage Mix - | Nature's Seed,southwest desert pig forage mix,,962,3,0.76,0.00,0.00,0.00,0.31,0.25,0.00,0.00,4,1
pb-swdpg-1-a,Southwest Desert Pig Forage Mix - | Nature's Seed,southwest desert pig forage mix,,739,4,0.99,0.00,0.00,0.00,0.54,0.25,0.00,0.00,4,1
pb-swdpg-0.5-a,Southwest Desert Pig Forage Mix - | Nature's Seed,southwest desert pig forage mix,,466,3,1.00,0.00,0.00,0.00,0.64,0.33,0.00,0.00,4,1
pb-swdpg,Southwest Desert Pig Forage Mix | Nature's Seed,pasture seed,southwest desert pig forage mix,3166,17,8.31,0.00,0.00,0.00,0.54,0.49,0.00,0.00,2,3
gla_183669,Intermountain West Beef Cattle Forage Mix,pasture seed,cattle pastures,1475,18,19.10,0.00,0.00,0.00,1.22,1.06,0.00,0.00,3,8
gla_183670,Intermountain West Beef Cattle Forage Mix,pasture seed,cattle pastures,424,3,1.26,0.00,0.00,0.00,0.71,0.42,0.00,0.00,3,4
gla_183675,Southwest Semi-Arid Steppe Beef Cattle Forage Mix,pasture seed,cattle pastures,1441,14,15.05,0.00,0.00,0.00,0.97,1.07,0.00,0.00,4,10
gla_183676,Southwest Semi-Arid Steppe Beef Cattle Forage Mix,pasture seed,cattle pastures,11,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2,2
gla_183677,Southwest Semi-Arid Steppe Beef Cattle Forage Mix,pasture seed,cattle pastures,39,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2,2
gla_183684,Southern Subtropics Beef Cattle Forage Mix,pasture seed,cattle pastures,508,3,1.56,0.00,0.00,0.00,0.59,0.52,0.00,0.00,3,7
gla_183689,Southwest Transitional Beef Cattle Forage Mix,pasture seed,cattle pastures,1794,13,8.68,0.00,0.00,0.00,0.72,0.67,0.00,0.00,4,9
gla_183690,Southwest Transitional Beef Cattle Forage Mix,pasture seed,cattle pastures,1002,14,10.02,0.00,0.00,0.00,1.40,0.72,0.00,0.00,3,6
gla_183691,Southwest Transitional Beef Cattle Forage Mix,pasture seed,cattle pastures,75,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4,7
pb-swddc-1-a,Southwest Desert Dairy Cow Forage Blend - Pasture Seed | Nature's Seed,pasture seed,southwest desert dairy cow forage blend,2968,9,7.95,0.00,0.00,0.00,0.30,0.88,0.00,0.00,4,3
gla_183732,Pacific Northwest Dairy Cow Forage Mix,pasture seed,cattle pastures,1487,4,2.88,0.00,0.00,0.00,0.27,0.72,0.00,0.00,2,3
gla_183704,Florida Tropics Beef Cattle Forage Mix,pasture seed,cattle pastures,138,2,1.09,0.00,0.00,0.00,1.45,0.55,0.00,0.00,2,3
gla_183705,Florida Tropics Beef Cattle Forage Mix,pasture seed,cattle pastures,73,1,0.67,0.00,0.00,0.00,1.37,0.67,0.00,0.00,2,2
gla_183711,Pacific Southwest Dairy Cow Forage Mix,pasture seed,cattle pastures,549,2,2.25,0.00,0.00,0.00,0.36,1.12,0.00,0.00,4,9
gla_183712,Pacific Southwest Dairy Cow Forage Mix,pasture seed,cattle pastures,365,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4,9
gla_183717,Southwest Desert Dairy Cow Forage Mix,pasture seed,cattle pastures,1722,22,19.53,0.00,0.00,0.00,1.28,0.89,0.00,0.00,4,9
gla_183718,Southwest Desert Dairy Cow Forage Mix,pasture seed,cattle pastures,816,10,11.44,0.00,0.00,0.00,1.23,1.14,0.00,0.00,4,8
pb-swdb-1-a,Southwest Desert Bison Forage Blend - Pasture Seed | Nature's Seed,pasture seed,southwest desert bison forage blend,3077,8,14.17,0.00,0.00,0.00,0.26,1.77,0.00,0.00,3,3
gla_183719,Southwest Desert Dairy Cow Forage Mix,pasture seed,cattle pastures,2707,14,2.66,0.00,0.00,0.00,0.52,0.19,0.00,0.00,4,9
pb-swdal-2.5-a,Southwest Desert Alpaca/Llama Forage Blend - Pasture Seed | Nature's Seed,pasture seed,southwest desert alpaca/llama forage blend,2088,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4,3
pb-swdal-0.5-a,Southwest Desert Alpaca/Llama Forage Blend - Pasture Seed | Nature's Seed,pasture seed,southwest desert alpaca/llama forage blend,1579,3,2.06,0.00,0.00,0.00,0.19,0.69,0.00,0.00,4,3
gla_183725,Mid-West/Mid-Atlantic Dairy Cow Forage Mix,pasture seed,cattle pastures,1061,14,21.10,0.00,0.00,0.00,1.32,1.51,0.00,0.00,3,9
gla_183726,Mid-West/Mid-Atlantic Dairy Cow Forage Mix,pasture seed,cattle pastures,432,4,3.27,0.00,0.00,0.00,0.93,0.82,0.00,0.00,3,8
pb-sss-1-a,Southern Subtropics Sheep Forage Blend - Pasture Seed | Nature's Seed,pasture seed,southern subtropics sheep forage blend,8240,53,50.78,0.00,0.00,0.00,0.64,0.96,0.00,0.00,4,3
pb-pswdc-2.5-a,Pacific Southwest Dairy Cow Forage Blend - Pasture Seed | Nature's Seed,pasture seed,pacific southwest dairy cow forage blend,765,2,2.22,0.00,0.00,0.00,0.26,1.11,0.00,0.00,4,3
gla_184020,Mid-West/Mid-Atlantic Alpaca/Llama Forage Mix,pasture seed,alpaca/llama pastures,129,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3,5
pb-pswdc-0.5-a,Pacific Southwest Dairy Cow Forage Blend - Pasture Seed | Nature's Seed,pasture seed,pacific southwest dairy cow forage blend,1041,1,0.01,0.00,0.00,0.00,0.10,0.01,0.00,0.00,4,3
gs2_446818,"Nature's Seed Any Region Pasture & Forage 4 Lb for 4,000 Sq Ft Mix Low-Grow, High-Fiber Blend, Turtoise Safe, Filler-Free Forage",pasture seeds,pasture seeds mix,3528,14,28.34,0.00,0.00,0.00,0.40,2.02,0.00,0.00,1,6
gla_185585,Pacific Northwest Poultry Forage Mix,pasture seed,poultry pastures,23,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,2
pb-ftdc,Florida Tropics Dairy Cow Forage Mix Pasture Seed | Nature's Seed,pasture seed,florida tropics dairy cow forage mix,8430,29,17.38,0.00,0.00,0.00,0.34,0.60,0.00,0.00,8,8
pb-ftbc-0.5-a,Florida Tropics Beef Cattle Forage Blend - Pasture Seed | Nature's Seed,pasture seed,florida tropics beef cattle forage blend,9859,73,43.74,0.00,0.00,0.00,0.74,0.60,0.00,0.00,3,3
pb-ftb-2.5-a,Florida Tropics Bison Forage Blend - Pasture Seed | Nature's Seed,pasture seed,florida tropics bison forage blend,1303,3,1.88,0.00,0.00,0.00,0.23,0.63,0.00,0.00,3,3
pb-ftb-1-a,Florida Tropics Bison Forage Blend - Pasture Seed | Nature's Seed,pasture seed,florida tropics bison forage blend,2002,5,2.56,0.00,0.00,0.00,0.25,0.51,0.00,0.00,4,3
pb-ftb-0.5-a,Florida Tropics Bison Forage Blend - Pasture Seed | Nature's Seed,pasture seed,florida tropics bison forage blend,3316,6,5.65,0.00,0.00,0.00,0.18,0.94,0.00,0.00,4,3
pb-ftb,Florida Tropics Bison Forage Mix Pasture Seed | Nature's Seed,pasture seed,florida tropics bison forage mix,10508,23,18.32,0.00,0.00,0.00,0.22,0.80,0.00,0.00,8,7
pb-ftal-2.5-a,Florida Tropics Alpaca/Llama Forage Blend - Pasture Seed | Nature's Seed,pasture seed,florida tropics alpaca/llama forage blend,3408,4,5.00,0.00,0.00,0.00,0.12,1.25,0.00,0.00,3,3
pb-ftal-1-a,Florida Tropics Alpaca/Llama Forage Blend - Pasture Seed | Nature's Seed,pasture seed,florida tropics alpaca/llama forage blend,662,1,0.32,0.00,0.00,0.00,0.15,0.32,0.00,0.00,3,3
pb-ftal-0.5-a,Florida Tropics Alpaca/Llama Forage Blend - Pasture Seed | Nature's Seed,pasture seed,florida tropics alpaca/llama forage blend,1054,1,1.08,0.00,0.00,0.00,0.09,1.08,0.00,0.00,3,3
gs3_444937,"Nature's Seed Forage 50 Lb of Pasture Grass Seed for 50,000 Sq Ft Blue Grama Filler-Free Curated Varieties by Seed Experts",pasture seeds,single species pasture seeds,583,3,1.60,0.00,0.00,0.00,0.51,0.53,0.00,0.00,1,6
gla_185956,Forage Kochia,pasture seed,individual pasture species,1562,32,28.27,0.00,0.00,0.00,2.05,0.88,0.00,0.00,4,10
gla_186500,Cattle Spinach,specialty seed,specialty seed by region,353,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4,8
gla_186501,Cattle Spinach,specialty seed,specialty seed by region,418,1,0.87,0.00,0.00,0.00,0.24,0.87,0.00,0.00,4,8
gs2_444937,"Nature's Seed Forage 25 Lb of Pasture Grass Seed for 25,000 Sq Ft Blue Grama Filler-Free Curated Varieties by Seed Experts",pasture seeds,single species pasture seeds,1676,4,1.51,0.00,0.00,0.00,0.24,0.38,0.00,0.00,1,6
pb-ftg-1-a,Florida Tropics Goat Forage Blend - Pasture Seed | Nature's Seed,pasture seed,florida tropics goat forage blend,6717,38,33.03,0.50,0.00,0.00,0.57,0.87,1.32,0.00,4,3
gs2_444230,"Nature's Seed Forage 25 Lb of Pasture Grass Seed for 25,000 Sq Ft Bahiagrass Filler-Free Curated Varieties by Seed Experts",pasture seeds,single species pasture seeds,3358,7,16.36,0.00,0.00,0.00,0.21,2.34,0.00,0.00,1,6
gla_186502,Cattle Spinach,specialty seed,specialty seed by region,74,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2,2
gla_186503,Cattle Spinach,specialty seed,specialty seed by region,28,1,0.26,0.00,0.00,0.00,3.57,0.26,0.00,0.00,1,2
gla_186784,Florida Tropics Pig Forage Mix,pasture seed,pig pastures,9,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,2
gla_186785,Florida Tropics Pig Forage Mix,pasture seed,pig pastures,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,2
gs1_444234,"Nature's Seed Forage 50 Lb of Pasture Grass Seed for 50,000 Sq Ft Perennial Ryegrass Filler-Free Curated Varieties by Seed Experts",pasture seeds,single species pasture seeds,6696,15,24.25,0.00,0.00,0.00,0.22,1.62,0.00,0.00,1,6
gs1_444230,"Nature's Seed Pasture & Forage 50 Lb for 50,000 Sq Ft Bahiagrass Filler-Free Curated Varieties by Seed Experts",pasture seeds,single species pasture seeds,943,1,1.00,0.00,0.00,0.00,0.11,1.00,0.00,0.00,1,6
gs1_440359,"Nature's Seed Cool‐Season Pasture & Forage 20 Lb for 20,000 Sq Ft Mix Pure Blend for Dairy & Beef",pasture seeds,pasture seeds mix,7305,24,25.14,0.00,0.00,0.00,0.33,1.05,0.00,0.00,1,6
gla_186786,Florida Tropics Pig Forage Mix,pasture seed,pig pastures,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,2
gla_186793,Great Lakes/New England Pig Forage Mix,pasture seed,pig pastures,593,20,12.63,0.00,0.00,0.00,3.37,0.63,0.00,0.00,2,9
gla_186798,Great Plains Pig Forage Mix,pasture seed,pig pastures,3695,21,27.67,0.00,0.00,0.00,0.57,1.32,0.00,0.00,4,9
gla_461576,"Red Clover Seed - Cover Crop, High-Protein Forage & Bumble Bee Plant - 25 lb, Covers 50,000 sq ft | Nature's Seed",specialty seeds,clover seeds,1437,13,14.17,0.00,0.00,0.00,0.90,1.09,0.00,0.00,1,2
gla_461575,"Red Clover Seed - Cover Crop, High-Protein Forage & Bumble Bee Plant - 10 lb, Covers 20,000 sq ft | Nature's Seed",specialty seeds,clover seeds,1021,2,2.41,0.00,0.00,0.00,0.20,1.21,0.00,0.00,1,2
gla_461574,"Red Clover Seed - Cover Crop, High-Protein Forage & Bumble Bee Plant - 5 lb, Covers 10,000 sq ft | Nature's Seed",specialty seeds,clover seeds,2458,14,24.64,0.00,0.00,0.00,0.57,1.76,0.00,0.00,1,2
pb-ftg-0.5-a,Florida Tropics Goat Forage Blend - Pasture Seed | Nature's Seed,pasture seed,florida tropics goat forage blend,13143,76,34.91,0.00,0.00,0.00,0.58,0.46,0.00,0.00,4,3
pb-ftg-2.5-a,Florida Tropics Goat Forage Blend - Pasture Seed | Nature's Seed,pasture seed,florida tropics goat forage blend,7121,43,29.49,0.00,0.00,0.00,0.60,0.69,0.00,0.00,4,3
pb-pswdc,Pacific Southwest Dairy Cow Forage Mix,pasture seed,pacific southwest dairy cow forage mix,4587,8,3.21,0.00,0.00,0.00,0.17,0.40,0.00,0.00,8,7
gla_185561,Southwest Semi-Arid Steppe Poultry Forage Mix,pasture seed,poultry pastures,548,7,6.40,0.00,0.00,0.00,1.28,0.91,0.00,0.00,3,9
pb-glpb-0.5-a,Great Lakes/New England Poultry Forage Blend - Pasture Seed | Nature's Seed,pasture seed,great lakes/new england poultry forage blend,5519,37,22.38,0.00,0.00,0.00,0.67,0.60,0.00,0.00,4,3
gla_185535,South-Atlantic Transitional Poultry Forage Mix,pasture seed,poultry pastures,2243,18,19.36,0.00,0.00,0.00,0.80,1.08,0.00,0.00,3,9
gla_185537,South-Atlantic Transitional Poultry Forage Mix,pasture seed,poultry pastures,360,3,1.68,0.00,0.00,0.00,0.83,0.56,0.00,0.00,2,3
gla_185538,South-Atlantic Transitional Poultry Forage Mix,pasture seed,poultry pastures,1775,22,21.74,0.00,0.00,0.00,1.24,0.99,0.00,0.00,4,10
gla_185540,South-Atlantic Transitional Poultry Forage Mix,pasture seed,poultry pastures,1427,21,24.26,0.00,0.00,0.00,1.47,1.16,0.00,0.00,3,9
gla_185541,South-Atlantic Transitional Poultry Forage Mix,pasture seed,poultry pastures,1224,15,32.73,0.00,0.00,0.00,1.23,2.18,0.00,0.00,4,9
gla_185542,South-Atlantic Transitional Poultry Forage Mix,pasture seed,poultry pastures,539,8,5.93,0.00,0.00,0.00,1.48,0.74,0.00,0.00,3,9
pb-gldc-1-a,Great Lakes/New England Dairy Cow Forage Blend - Pasture Seed | Nature's Seed,pasture seed,great lakes/new england dairy cow forage blend,9672,47,36.97,0.00,0.00,0.00,0.49,0.79,0.00,0.00,4,3
gla_185549,Southern Subtropics Poultry Forage Mix,pasture seed,poultry pastures,612,6,2.57,0.00,0.00,0.00,0.98,0.43,0.00,0.00,2,3
pb-glbc-1-a,Great Lakes/New England Beef Cattle Forage Blend - Pasture Seed | Nature's Seed,pasture seed,great lakes/new england beef cattle forage blend,15461,146,85.11,0.00,0.00,0.00,0.94,0.58,0.00,0.00,4,3
gla_185554,Southern Subtropics Poultry Forage Mix,pasture seed,poultry pastures,2689,23,48.81,0.00,0.00,0.00,0.86,2.12,0.00,0.00,3,9
pb-glb-1-a,Great Lakes/New England Bison Forage Blend - Pasture Seed | Nature's Seed,pasture seed,great lakes/new england bison forage blend,9947,34,22.16,0.00,0.00,0.00,0.34,0.65,0.00,0.00,4,3
gla_185559,Southwest Semi-Arid Steppe Poultry Forage Mix,pasture seed,poultry pastures,2402,18,15.34,0.00,0.00,0.00,0.75,0.85,0.00,0.00,3,9
gla_185560,Southwest Semi-Arid Steppe Poultry Forage Mix,pasture seed,poultry pastures,197,2,0.86,0.00,0.00,0.00,1.02,0.43,0.00,0.00,3,9
gla_185564,Southwest Semi-Arid Steppe Poultry Forage Mix,pasture seed,poultry pastures,1287,9,9.86,0.00,0.00,0.00,0.70,1.10,0.00,0.00,3,9
gla_185578,Southwest Transitional Poultry Forage Mix,pasture seed,poultry pastures,1571,6,9.13,0.00,0.00,0.00,0.38,1.52,0.00,0.00,4,10
gla_185565,Southwest Semi-Arid Steppe Poultry Forage Mix,pasture seed,poultry pastures,290,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2,3
pb-fts-2.5-a,Florida Tropics Sheep Forage Blend - Pasture Seed | Nature's Seed,pasture seed,florida tropics sheep forage blend,3337,18,13.77,0.00,0.00,0.00,0.54,0.77,0.00,0.00,3,3
pb-fts-1-a,Florida Tropics Sheep Forage Blend - Pasture Seed | Nature's Seed,pasture seed,florida tropics sheep forage blend,4528,32,22.52,0.00,0.00,0.00,0.71,0.70,0.00,0.00,4,3
pb-fts-0.5-a,Florida Tropics Sheep Forage Blend - Pasture Seed | Nature's Seed,pasture seed,florida tropics sheep forage blend,2591,9,5.06,0.00,0.00,0.00,0.35,0.56,0.00,0.00,3,3
gla_185566,Southwest Semi-Arid Steppe Poultry Forage Mix,pasture seed,poultry pastures,192,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2,3
pb-ftpg-2.5-a,Florida Tropics Pig Forage Mix - Pasture Seed | Nature's Seed,pasture seed,florida tropics pig forage mix,5138,29,21.63,0.00,0.00,0.00,0.56,0.75,0.00,0.00,3,3
pb-ftpg-1-a,Florida Tropics Pig Forage Mix - Pasture Seed | Nature's Seed,pasture seed,florida tropics pig forage mix,5724,33,23.93,0.00,0.00,0.00,0.58,0.73,0.00,0.00,3,3
gla_185572,Southwest Transitional Poultry Forage Mix,pasture seed,poultry pastures,707,4,2.57,0.00,0.00,0.00,0.57,0.64,0.00,0.00,4,10
pb-ftpg,Florida Tropics Pig Forage Mix Pasture Seed | Nature's Seed,pasture seed,florida tropics pig forage mix,3409,17,12.09,0.00,0.00,0.00,0.50,0.71,0.00,0.00,2,4
pb-ftpb-5000-f,Florida Tropics Poultry Forage Blend - Pasture Seed | Nature's Seed,pasture seed,florida tropics poultry forage blend,5884,59,35.25,0.00,0.00,0.00,1.00,0.60,0.00,0.00,4,3
gla_185574,Southwest Transitional Poultry Forage Mix,pasture seed,poultry pastures,2130,12,13.14,0.00,0.00,0.00,0.56,1.09,0.00,0.00,4,10
gla_185576,Southwest Transitional Poultry Forage Mix,pasture seed,poultry pastures,678,5,5.45,0.00,0.00,0.00,0.74,1.09,0.00,0.00,4,9
pb-ftpb-1-a,Florida Tropics Poultry Forage Blend - Pasture Seed | Nature's Seed,pasture seed,florida tropics poultry forage blend,6957,54,24.91,0.00,0.00,0.00,0.78,0.46,0.00,0.00,4,3
gla_185577,Southwest Transitional Poultry Forage Mix,pasture seed,poultry pastures,1001,8,28.18,0.00,0.00,0.00,0.80,3.52,0.00,0.00,4,9
gla_461573,"Crimson Clover Cover Crop Seed - Winter Annual Cover Crop & Pollinator Forage - 25 lb, Covers 50,000 sq ft | Nature's Seed",specialty seeds,clover seeds,3551,15,10.10,0.00,0.00,0.00,0.42,0.67,0.00,0.00,1,2
gla_461572,"Crimson Clover Cover Crop Seed - Winter Annual Cover Crop & Pollinator Forage - 10 lb, Covers 20,000 sq ft | Nature's Seed",specialty seeds,clover seeds,993,5,5.26,0.00,0.00,0.00,0.50,1.05,0.00,0.00,1,2
gla_461571,"Crimson Clover Cover Crop Seed - Winter Annual Cover Crop & Pollinator Forage - 5 lb, Covers 10,000 sq ft | Nature's Seed",specialty seeds,clover seeds,4081,10,9.81,0.00,0.00,0.00,0.25,0.98,0.00,0.00,1,2
gla_441810,Pacific Southwest Horse Forage Mix,sale,,1844,11,21.86,0.00,0.00,0.00,0.60,1.99,0.00,0.00,1,3
gla_446601,"Nature's Seed Pasture & Forage 25 Lb for 25,000 Sq Ft Timothy Filler-Free Curated Varieties by Seed Experts",pasture seeds,single species pasture seeds,7829,49,79.46,0.00,0.00,0.00,0.63,1.62,0.00,0.00,3,7
gla_446600,"Nature's Seed Pasture & Forage 50 Lb for 50,000 Sq Ft Timothy Filler-Free Curated Varieties by Seed Experts",pasture seeds,single species pasture seeds,8879,32,56.69,0.00,0.00,0.00,0.36,1.77,0.00,0.00,3,7
gla_186861,Southwest Transitional Pig Forage Mix,pasture seed,pig pastures,1404,3,5.25,0.00,0.00,0.00,0.21,1.75,0.00,0.00,3,9
gla_186862,Southwest Transitional Pig Forage Mix,pasture seed,pig pastures,358,3,9.40,0.00,0.00,0.00,0.84,3.13,0.00,0.00,4,8
gla_186863,Southwest Transitional Pig Forage Mix,pasture seed,pig pastures,511,5,2.93,0.00,0.00,0.00,0.98,0.59,0.00,0.00,4,9
gla_355808,Hybrid Forage Brassica,heartland collection,pasture seed by region,1730,8,10.54,0.00,0.00,0.00,0.46,1.32,0.00,0.00,4,9
gla_418467,South-Atlantic Transitional Sheep Forage Mix,sale,,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1
gla_440345,"Nature’s Seed Alpaca & Llama Forage Seed Mix – 10 lb Dense, Soft Foliage Blend (Orchardgrass, Meadow Brome, Timothy)",pasture seed,alpaca/llama pastures,1538,3,3.45,0.00,0.00,0.00,0.20,1.15,0.00,0.00,2,6
gla_440357,"Nature’s Seed Southern Dairy Cow & Cattle Forage Mix – 10 lb Pasture Seed Blend (Bermuda, Ryegrass, Clover) for Hot Southern Climates",pasture seed mix for cows and cattle,,2736,16,20.97,0.00,0.00,0.00,0.58,1.31,0.00,0.00,2,3
gla_440368,Transitional Goat Pasture Mix,southwest transitional planting region,individual pasture species,10840,96,88.42,0.00,0.00,0.00,0.89,0.92,0.00,0.00,2,5
gla_445858,"Nature's Seed Any Region Pasture & Forage 25 Lb for 25,000 Sq Ft Mix Designed to attract Bees and Pollinators",pasture seeds,pasture seeds mix,9311,39,85.80,0.00,0.00,0.00,0.42,2.20,0.00,0.00,3,7
gla_441053,South-Atlantic Transitional Beef Cattle Forage Mix,sale,,800,9,7.06,0.00,0.00,0.00,1.12,0.78,0.00,0.00,1,3
gla_441504,Big Game Forage Mix,seed selector,,8,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,1
gla_441551,Tortoise Forage Mix,sale,,1750,30,20.03,0.00,0.00,0.00,1.71,0.67,0.00,0.00,1,4
gla_442089,Mid-West/Mid-Atlantic Poultry Forage Mix,sale,,829,7,3.75,0.00,0.00,0.00,0.84,0.54,0.00,0.00,1,3
gla_186805,Intermountain West Pig Forage Mix,pasture seed,pig pastures,1814,11,13.30,0.00,0.00,0.00,0.61,1.21,0.00,0.00,3,9
gla_442090,Mid-West/Mid-Atlantic Poultry Forage Mix,sale,,1179,10,7.80,0.00,0.00,0.00,0.85,0.78,0.00,0.00,1,3
gla_442115,Pacific Southwest Sheep Forage Mix,sale,,497,3,6.19,0.00,0.00,0.00,0.60,2.06,0.00,0.00,1,3
gla_445499,"Nature's Seed Pasture & Forage 25 Lb for 25,000 Sq Ft Switchgrass Filler-Free Curated Varieties by Seed Experts",new,single species pasture seeds,15995,84,81.99,0.00,0.00,0.00,0.53,0.98,0.00,0.00,3,7
gla_445467,"Nature's Seed Timothy Grass Seed Mix for Premium Forage and Grazing, 5lb bag for 5,000 Sq. Ft",new,,41,1,0.81,0.00,0.00,0.00,2.44,0.81,0.00,0.00,1,2
gla_444241,Sheep Fescue Grass,lawn seed,,1601,12,10.50,0.00,0.00,0.00,0.75,0.88,0.00,0.00,2,3
gla_445449,"Nature's Seed Sheep Fescue 5 Lb bag of seed mix for 5,000 Sq. ft | Forage and Pasture special, No Fillers",new,,2183,30,27.98,0.00,0.00,0.00,1.37,0.93,0.00,0.00,1,2
gla_444937,"Nature's Seed Pasture & Forage 5 Lb for 5,000 Sq Ft Blue Grama Filler-Free Curated Varieties by Seed Experts",pasture seeds,single species pasture seeds,10469,52,105.50,0.00,0.00,0.00,0.50,2.03,0.00,0.00,3,7
gla_445197,"Nature's Seed Sheep Fescue Grass seed for Premium Meadow-Like Home Gardens and Turfs | 5 Lbs for 5,000 Sq. ft",uncategorized,,568,11,5.58,0.00,0.00,0.00,1.94,0.51,0.00,0.00,1,2
gla_445205,"Nature's Seed Tall Fescue Seed Mix for Pastures and Forage - 5 Lbs bag for 5,000 Sq. ft No fillers",uncategorized,,2078,26,17.88,0.00,0.00,0.00,1.25,0.69,0.00,0.00,1,3
gla_445206,"Nature's Seed Pasture Orchard Grass Seed Mix 5 lbs bag for 5,000 Sq. ft for Pastures and Forage",uncategorized,,167,6,4.14,0.00,0.00,0.00,3.59,0.69,0.00,0.00,1,2
gla_445279,"Nature's Seed Any Region Pasture & Forage 50 Lb for 50,000 Sq Ft Mix Designed to attract Bees and Pollinators",pasture seeds,pasture seeds mix,10993,39,119.92,0.00,0.00,0.00,0.35,3.07,0.00,0.00,3,7
gla_445209,"Nature's Seed Timothy Grass 5 Lb bag of seed mix for 5,000 Sq. ft | Forage and Pasture special, No Fillers",uncategorized,,2051,16,9.38,0.00,0.00,0.00,0.78,0.59,0.00,0.00,1,2
gla_445212,"Nature's Seed Buffalograss 5 Lb bag of seed mix for 5,000 Sq. ft | Forage and Pasture special, No Fillers",uncategorized,,6677,84,54.15,0.00,0.00,0.00,1.26,0.64,0.00,0.00,1,2
gla_445213,"Nature's Seed BermudaGrass 5 Lb bag of seed mix for 5,000 Sq. ft | Forage and Pasture special, No Fillers",uncategorized,,4323,25,23.11,0.00,0.00,0.00,0.58,0.92,0.00,0.00,1,2
gla_186856,Southwest Semi-Arid Steppe Pig Forage Mix,pasture seed,pig pastures,72,1,0.01,0.00,0.00,0.00,1.39,0.01,0.00,0.00,2,3
gla_446612,"Perennial Ryegrass 50 Lb – Durable, Quick-Growing Forage Grass for Pastures for 50,000 Sq Ft | Nature's Seed",pasture seeds,single species pasture seeds,12637,46,40.35,0.00,0.00,0.00,0.36,0.88,0.00,0.00,3,4
gla_186855,Southwest Semi-Arid Steppe Pig Forage Mix,pasture seed,pig pastures,62,3,0.95,0.00,0.00,0.00,4.84,0.32,0.00,0.00,2,3
gla_446614,"Nature's Seed Pasture & Forage 50 Lb for 50,000 Sq Ft Buffalograss Filler-Free Curated Varieties by Seed Experts",pasture seeds,single species pasture seeds,2719,14,33.91,0.00,0.00,0.00,0.51,2.42,0.00,0.00,3,7
gla_186806,Intermountain West Pig Forage Mix,pasture seed,pig pastures,770,10,11.63,0.00,0.00,0.00,1.30,1.16,0.00,0.00,2,3
gla_186807,Intermountain West Pig Forage Mix,pasture seed,pig pastures,1700,18,16.56,0.00,0.00,0.00,1.06,0.92,0.00,0.00,3,8
gla_455935,"Nature's Seed Pasture Seed Mix 20 lb Bag - Covers 100,000 Sq Ft - Fast Growing Forage Blend",food plot,food plot mix wildlife attractor,12207,55,75.80,0.00,0.00,0.00,0.45,1.38,0.00,0.00,1,3
gla_186812,Mid-West/Mid-Atlantic Pig Forage Mix,pasture seed,pig pastures,405,2,0.95,0.00,0.00,0.00,0.49,0.47,0.00,0.00,2,3
gla_455530,"Shade Food Plot Seed Mix - Deer & Wildlife Forage Blend - 50 lb, Covers 10,000 sq ft | Nature's Seed",food plot,food plot mix wildlife attractor,2453,7,8.65,0.00,0.00,0.00,0.29,1.24,0.00,0.00,1,3
